school,midcareer_pay,annual_cost,median_debt,total_cost,roi_debt_adjusted,earn_premium,break_even_years,sector
Central Texas College,40995.0,3150.0,5250.0,3150.0,10.347619047619048,2575.0,3.262135922330097,Public
Charles and Sues School of Hair Design,27724.0,,7770.0,,,-10696.0,,Private_forprofit
Cisco College,39092.0,4110.0,6500.0,4110.0,6.92992700729927,672.0,15.788690476190476,Public
Clarendon College,38696.0,3720.0,5500.0,3720.0,7.923655913978495,276.0,33.405797101449274,Public
Concordia University Texas,60883.0,36690.0,15134.0,36690.0,0.24690651403652222,22463.0,2.3070827583136713,Private_nonprofit
BK Cosmo College of Cosmetology,20270.0,,9500.0,,,-18150.0,,Private_forprofit
North Central Texas College,45809.0,2520.0,6020.0,2520.0,14.789285714285715,7389.0,1.155772093652727,Public
Texas A & M University-Corpus Christi,51865.0,9748.0,15273.0,9748.0,2.7537956503898235,13445.0,1.860989215321681,Public
Paul Mitchell the School-Dallas,28693.0,,7457.0,,,-9727.0,,Private_forprofit
Dallas Baptist University,56807.0,38140.0,16000.0,38140.0,0.06992658626114316,18387.0,2.944471637570022,Private_nonprofit
Dallas Christian College,43503.0,20260.0,15000.0,20260.0,0.4068608094768016,5083.0,6.936848317922487,Private_nonprofit
Dallas Institute of Funeral Service,45866.0,13496.0,7664.0,13496.0,1.8306164789567279,7446.0,2.8417942519473542,Private_nonprofit
Dallas Theological Seminary,,,,,,,,Private_nonprofit
University of Dallas,58285.0,50880.0,18478.0,50880.0,-0.21762971698113207,19865.0,3.4914674049836396,Private_nonprofit
Del Mar College,38656.0,3440.0,3500.0,3440.0,9.219767441860466,236.0,29.406779661016948,Public
East Texas Baptist University,52788.0,30050.0,15030.0,30050.0,0.25650582362728785,14368.0,3.137527839643653,Private_nonprofit
Texas A&M University-Texarkana,45515.0,7930.0,12500.0,7930.0,3.1633039092055486,7095.0,2.879492600422833,Public
Texas A & M University-Commerce,50296.0,10026.0,14250.0,10026.0,2.5952523439058446,11876.0,2.0441226002020882,Public
Dallas College,41714.0,2370.0,5500.0,2370.0,14.280168776371308,3294.0,2.389192471159684,Public
El Paso Community College,35212.0,3274.0,5231.0,3274.0,8.157299938912645,-3208.0,,Public
Western Technical College,36156.0,,13406.0,,,-2264.0,,Private_forprofit
Western Technical College,36156.0,,13406.0,,,-2264.0,,Private_forprofit
Episcopal Theological Seminary of the Southwest,,,,,,,,Private_nonprofit
Exposito School of Hair Design,20397.0,,4750.0,,,-18023.0,,Private_forprofit
Fort Worth Beauty School,22139.0,,4750.0,,,-16281.0,,Private_forprofit
Frank Phillips College,37179.0,3712.0,5500.0,3712.0,7.534213362068965,-1241.0,,Public
Galveston College,37233.0,2546.0,7250.0,2546.0,10.776512175962294,-1187.0,,Public
Graham's Barber College,,,,,,,,Private_forprofit
Grayson College,40873.0,2910.0,7500.0,2910.0,10.468384879725086,2453.0,4.24378312270689,Public
Hallmark University,40183.0,,18989.0,,,1763.0,,Private_nonprofit
Hardin-Simmons University,54771.0,31686.0,13359.0,31686.0,0.3069494413936754,16351.0,2.754877377530426,Private_nonprofit
Trinity Valley Community College,38567.0,2640.0,6707.0,2640.0,11.068181818181818,147.0,63.585034013605444,Public
Hill College,39572.0,3570.0,8088.0,3570.0,7.819047619047619,1152.0,10.119791666666666,Public
Houston Christian University,55933.0,38100.0,11000.0,38100.0,0.17934383202099738,17513.0,2.803631587963227,Private_nonprofit
University of Houston-Clear Lake,59004.0,7746.0,13548.0,7746.0,4.86831913245546,20584.0,1.0344928099494752,Public
Houston Community College,39254.0,2040.0,8752.0,2040.0,13.951960784313725,834.0,12.940047961630695,Public
University of Houston-Downtown,53551.0,7708.0,13750.0,7708.0,4.16359626362221,15131.0,1.4181481726257352,Public
University of Houston-Victoria,54467.0,7499.0,13565.0,7499.0,4.454327243632484,16047.0,1.312644107932947,Public
University of Houston,62377.0,9711.0,14000.0,9711.0,3.981670270826897,23957.0,0.9897316024543975,Public
Howard College,38382.0,2766.0,6250.0,2766.0,10.616775126536515,-38.0,,Public
Howard Payne University,48376.0,33322.0,11892.0,33322.0,0.09489226336954565,9956.0,4.541382081157091,Private_nonprofit
Huston-Tillotson University,42937.0,14703.0,15999.0,14703.0,0.8321431000476094,4517.0,6.796989152092096,Private_nonprofit
University of the Incarnate Word,56733.0,35660.0,21231.0,35660.0,-0.00443073471676949,18313.0,3.1065909463222847,Private_nonprofit
Jacksonville College-Main Campus,38885.0,8220.0,3500.0,8220.0,3.3047445255474455,465.0,25.204301075268816,Private_nonprofit
Jarvis Christian University,32992.0,11720.0,12000.0,11720.0,0.7911262798634813,-5428.0,,Private_nonprofit
KD Conservatory College of Film and Dramatic Arts,30187.0,18080.0,12000.0,18080.0,0.005918141592920354,-8233.0,,Private_forprofit
Kilgore College,37975.0,2160.0,9500.0,2160.0,12.18287037037037,-445.0,,Public
Lamar University,49652.0,8690.0,12500.0,8690.0,3.275258918296893,11232.0,1.8865740740740742,Public
Lamar State College-Orange,36587.0,2832.0,8125.0,2832.0,9.050141242937853,-1833.0,,Public
Lamar State College-Port Arthur,37120.0,1770.0,7125.0,1770.0,15.94632768361582,-1300.0,,Public
Laredo College,33934.0,3300.0,2334.0,3300.0,8.575757575757576,-4486.0,,Public
Texas A & M International University,48386.0,7846.0,11000.0,7846.0,3.764975783838899,9966.0,1.8910295003010236,Public
Lee College,42178.0,2166.0,5813.0,2166.0,15.789012003693443,3758.0,2.123203831825439,Public
LeTourneau University,57103.0,35500.0,19000.0,35500.0,0.07332394366197183,18683.0,2.917090403040197,Private_nonprofit
Lincoln College of Technology-Grand Prairie,46396.0,,9524.0,,,7976.0,,Private_forprofit
Lubbock Christian University,53787.0,27298.0,15750.0,27298.0,0.39339878379368454,15367.0,2.8013275200104117,Private_nonprofit
College of the Mainland,39639.0,1773.0,5156.0,1773.0,18.44895657078398,1219.0,5.684167350287121,Public
University of Mary Hardin-Baylor,56132.0,33150.0,15750.0,33150.0,0.21815987933634992,17712.0,2.760840108401084,Private_nonprofit
McLennan Community College,39163.0,3660.0,6136.0,3660.0,8.023770491803278,743.0,13.184387617765815,Public
McMurry University,48779.0,31372.0,19000.0,31372.0,-0.05077776361086319,10359.0,4.862631528139782,Private_nonprofit
Covenant School of Nursing and Allied Health,78724.0,,10399.0,,,40304.0,,Private_nonprofit
Midland College,43958.0,3030.0,6300.0,3030.0,11.428382838283829,5538.0,1.6847237269772481,Public
Midwestern State University,55747.0,10310.0,13051.0,10310.0,3.1412221144519883,17327.0,1.348242627113753,Public
William Edge Institute,23040.0,,,,,-15380.0,,Private_forprofit
Wade College,36657.0,17692.0,14608.0,17692.0,0.24626950033913633,-1763.0,,Private_forprofit
Southern Careers Institute-Austin,27035.0,,7389.0,,,-11385.0,,Private_forprofit
Tint School of Makeup & Cosmetology,26381.0,,4750.0,,,-12039.0,,Private_forprofit
Navarro College,38716.0,3008.0,7926.0,3008.0,9.236037234042554,296.0,36.939189189189186,Public
Lone Star College System,42466.0,3090.0,5500.0,3090.0,10.963106796116504,4046.0,2.1230845279288184,Public
University of North Texas,57010.0,11164.0,14000.0,11164.0,2.8525618058043714,18590.0,1.3536309844002152,Public
Northeast Texas Community College,37870.0,2794.0,9500.0,2794.0,9.153901216893344,-550.0,,Public
Oblate School of Theology,,,,,,,,Private_nonprofit
Ocean Corporation,53474.0,,9500.0,,,15054.0,,Private_forprofit
Odessa College,42026.0,2640.0,6000.0,2640.0,12.646212121212121,3606.0,2.3960066555740434,Public
Ogle School Hair Skin Nails-Arlington,31055.0,,7916.0,,,-7365.0,,Private_forprofit
Ogle School Hair Skin Nails-Ft Worth,26885.0,,7369.0,,,-11535.0,,Private_forprofit
Our Lady of the Lake University,48675.0,31728.0,17084.0,31728.0,-0.004317952597075138,10255.0,4.759824475865432,Private_nonprofit
The University of Texas Rio Grande Valley,49620.0,9859.0,9593.0,9859.0,3.0599452277107213,11200.0,1.7367857142857144,Public
Texas Southmost College,41900.0,3148.0,6125.0,3148.0,10.3643583227446,3480.0,2.6646551724137932,Public
Panola College,36072.0,2280.0,6000.0,2280.0,12.189473684210526,-2348.0,,Public
Paris Junior College,36515.0,2580.0,4300.0,2580.0,11.486434108527131,-1905.0,,Public
Paul Quinn College,29288.0,13498.0,11090.0,13498.0,0.3481997332938213,-9132.0,,Private_nonprofit
Prairie View A & M University,45411.0,11299.0,17500.0,11299.0,1.4702186034162315,6991.0,4.119439279073094,Public
Ranger College,35552.0,4725.0,5792.0,4725.0,5.298412698412698,-2868.0,,Public
Aviation Institute of Maintenance-Houston,58327.0,16757.0,21413.0,16757.0,1.2029002804797995,19907.0,1.917415984327121,Private_forprofit
Rice University,89718.0,58128.0,9716.0,58128.0,0.3763074593999449,51298.0,1.3225466879800383,Private_nonprofit
Saint Edward's University,58826.0,51384.0,20000.0,51384.0,-0.2443951424567959,20406.0,3.498186807801627,Private_nonprofit
St Philip's College,38224.0,3412.0,7250.0,3412.0,8.077960140679954,-196.0,,Public
University of St Thomas,59224.0,33660.0,12548.0,33660.0,0.38669043374925727,20804.0,2.2211113247452414,Private_nonprofit
Sam Houston State University,54211.0,9228.0,16500.0,9228.0,3.086584308625921,15791.0,1.6292825026914064,Public
San Antonio College,39711.0,3412.0,6500.0,3412.0,8.73358733880422,1291.0,7.677769171185128,Public
San Jacinto Community College,43062.0,1992.0,5750.0,1992.0,17.730923694779115,4642.0,1.6678155967255492,Public
Schreiner University,52228.0,37396.0,13500.0,37396.0,0.03561878275751417,13808.0,3.685979142526072,Private_nonprofit
Seguin Beauty School-Seguin,21891.0,,8427.0,,,-16529.0,,Private_forprofit
St. Mary's University,56955.0,36242.0,19500.0,36242.0,0.033469455328072405,18535.0,3.007391421634745,Private_nonprofit
South Plains College,41276.0,2581.0,6724.0,2581.0,12.38705927934909,2856.0,3.2580532212885154,Public
South Texas Barber College Inc,25734.0,,,,,-12686.0,,Private_forprofit
South Texas College of Law Houston,,,,,,,,Private_nonprofit
South Texas Vocational Technical Institute-Weslaco,31102.0,,10661.0,,,-7318.0,,Private_forprofit
Miller-Motte College-STVT-McAllen,31102.0,,10661.0,,,-7318.0,,Private_forprofit
Southern Methodist University,78354.0,64460.0,15311.0,64460.0,-0.021982624883648775,39934.0,1.9975709921370262,Private_nonprofit
Southwest School of Business and Technical Careers-San Antonio,24251.0,,7226.0,,,-14169.0,,Private_forprofit
Southwest Texas Junior College,35563.0,2646.0,5750.0,2646.0,10.267195767195767,-2857.0,,Public
Southwestern Assemblies of God University,46238.0,18610.0,14750.0,18610.0,0.691993551853842,7818.0,4.267075978511128,Private_nonprofit
Southwestern University,56878.0,51058.0,19500.0,51058.0,-0.26793058874221476,18458.0,3.8226243363311303,Private_nonprofit
Stephen F Austin State University,49634.0,10600.0,17750.0,10600.0,2.0079245283018867,11214.0,2.5280898876404496,Public
Texas State University,56906.0,11450.0,14993.0,11450.0,2.660524017467249,18486.0,1.430433841826247,Public
Southwestern Adventist University,52946.0,24588.0,21500.0,24588.0,0.27891654465592974,14526.0,3.1727936114553215,Private_nonprofit
Southwestern Christian College,32672.0,12121.0,,12121.0,,-5748.0,,Private_nonprofit
Sul Ross State University,41871.0,7592.0,11000.0,7592.0,3.066253951527924,3451.0,5.387423935091278,Public
Tarleton State University,53040.0,7878.0,13989.0,7878.0,3.956968773800457,14620.0,1.4956908344733242,Public
Tarrant County College District,42727.0,1728.0,5500.0,1728.0,20.54340277777778,4307.0,1.6781982818667285,Public
Temple College,38678.0,3000.0,7991.0,3000.0,9.229,258.0,42.60077519379845,Public
University of Texas Southwestern Medical Center,76860.0,,,,,38440.0,,Public
The University of Texas Health Science Center at San Antonio,82206.0,,15000.0,,,43786.0,,Public
The University of Texas Medical Branch at Galveston,92961.0,,12678.0,,,54541.0,,Public
Texarkana College,34647.0,2476.0,9487.0,2476.0,9.161550888529886,-3773.0,,Public
Texas A & M University-Kingsville,51450.0,9892.0,15873.0,9892.0,2.596542660735948,13030.0,1.9773599386032232,Public
Texas A & M University-College Station,72097.0,13099.0,15000.0,13099.0,3.358882357431865,33677.0,0.8343676693292158,Public
The University of Texas at Arlington,63199.0,11728.0,11791.0,11728.0,3.383356070941337,24779.0,0.9491504903345575,Public
The University of Texas at Austin,75121.0,11678.0,18909.0,11678.0,3.8134954615516357,36701.0,0.8334105337729217,Public
The University of Texas at Dallas,68227.0,14564.0,13750.0,14564.0,2.7405245811590224,29807.0,0.9499110947092965,Public
The University of Texas at El Paso,50923.0,9744.0,12573.0,9744.0,2.9357553366174054,12503.0,1.784931616412061,Public
The University of Texas at Tyler,57053.0,9920.0,12500.0,9920.0,3.4912298387096774,18633.0,1.2032415606719262,Public
Texas Chiropractic College Foundation Inc,,,,,,,,Private_nonprofit
Texas Christian University,68424.0,57220.0,19000.0,57220.0,-0.13624606780845858,30004.0,2.540327956272497,Private_nonprofit
Texas College,33752.0,10008.0,19500.0,10008.0,0.4240607513988809,-4668.0,,Private_nonprofit
University of North Texas Health Science Center,93615.0,,,,,55195.0,,Public
Texas Lutheran University,53863.0,34920.0,14315.0,34920.0,0.1325315005727377,15443.0,3.188175872563621,Private_nonprofit
The University of Texas Permian Basin,56073.0,10904.0,12285.0,10904.0,3.015774027879677,17653.0,1.31360108763383,Public
The University of Texas at San Antonio,57131.0,8991.0,15000.0,8991.0,3.685908130352575,18711.0,1.2821869488536155,Public
Texas Southern University,38924.0,9173.0,16250.0,9173.0,1.4718194701842364,504.0,50.442460317460316,Public
Texas Tech University,62454.0,11852.0,15250.0,11852.0,2.9827877151535604,24034.0,1.1276524923025713,Public
Texas Wesleyan University,54053.0,37934.0,13992.0,37934.0,0.05607107080719144,15633.0,3.3215633595599052,Private_nonprofit
Texas Woman's University,56544.0,8648.0,14000.0,8648.0,3.919518963922294,18124.0,1.2496137717943059,Public
Trinity University,71668.0,51352.0,19500.0,51352.0,0.01589032559588721,33248.0,2.131015399422522,Private_nonprofit
The University of Texas Health Science Center at Houston,88757.0,,12500.0,,,50337.0,,Public
Texas Tech University Health Sciences Center,92348.0,,11250.0,,,53928.0,,Public
Tyler Junior College,38140.0,3112.0,6500.0,3112.0,9.167095115681233,-280.0,,Public
Universal Technical Institute of Texas Inc.,51222.0,,11574.0,,,12802.0,,Private_forprofit
UCAS University of Cosmetology Arts & Sciences-McAllen,19880.0,,6083.0,,,-18540.0,,Private_forprofit
Vernon College,40464.0,4080.0,7000.0,4080.0,7.201960784313726,2044.0,5.420743639921722,Public
Victoria Beauty & Barber College,18831.0,,6222.0,,,-19589.0,,Private_forprofit
Victoria College,42382.0,2853.0,7256.0,2853.0,11.311952330879775,3962.0,2.5514891468955074,Public
Vogue College of Cosmetology-McAllen,,,6333.0,,,,,Private_forprofit
Wayland Baptist University,51838.0,23186.0,15467.0,23186.0,0.5686621236953334,13418.0,2.8806826650767627,Private_nonprofit
Weatherford College,42397.0,4560.0,6500.0,4560.0,6.872149122807017,3977.0,2.780990696504903,Public
West Texas A & M University,50741.0,9101.0,12620.0,9101.0,3.188660586748709,12321.0,1.7629250872494115,Public
Western Texas College,42508.0,3240.0,5500.0,3240.0,10.422222222222222,4088.0,2.1379647749510764,Public
Wharton County Junior College,44960.0,2916.0,5500.0,2916.0,12.532235939643346,6540.0,1.2868501529051988,Public
Wiley University,33159.0,12500.0,16833.0,12500.0,0.30608,-5261.0,,Private_nonprofit
Bridgerland Technical College,38347.0,,,,,-73.0,,Public
Brigham Young University,75790.0,6496.0,8310.0,6496.0,9.387931034482758,37370.0,0.3962001605565962,Private_nonprofit
Brigham Young University-Hawaii,52064.0,6438.0,5500.0,6438.0,6.2326809568188875,13644.0,0.8749633538551744,Private_nonprofit
Cameo College of Essential Beauty,32364.0,,5481.0,,,-6056.0,,Private_forprofit
Collectiv Academy,29334.0,,9000.0,,,-9086.0,,Private_forprofit
Davis Technical College,41734.0,,,,,3314.0,,Public
Utah Tech University,44570.0,6074.0,7191.0,6074.0,5.153934804082977,6150.0,2.156910569105691,Public
Evans Hairstyling College-Cedar City,,,,,,,,Private_forprofit
Evans Hairstyling College-St George,16916.0,,,,,-21504.0,,Private_forprofit
Paul Mitchell the School-Salt Lake City,26893.0,,7666.0,,,-11527.0,,Private_forprofit
Eagle Gate College-Murray,37518.0,16491.0,20000.0,16491.0,0.06227639318416106,-902.0,,Private_forprofit
Ensign College,50630.0,3888.0,3500.0,3888.0,11.121913580246913,12210.0,0.6050778050778051,Private_nonprofit
Ogden-Weber Technical College,35032.0,,,,,-3388.0,,Public
Snow College,41022.0,4564.0,4500.0,4564.0,7.002191060473269,2602.0,3.4834742505764797,Public
Southern Utah University,50296.0,6770.0,7751.0,6770.0,5.284342688330871,11876.0,1.2227180868979455,Public
Uintah Basin Technical College,28178.0,,,,,-10242.0,,Public
Utah State University,54022.0,9228.0,9500.0,9228.0,3.8246640658864326,15602.0,1.2003589283425202,Public
Utah Valley University,55486.0,6270.0,8899.0,6270.0,6.430143540669857,17066.0,0.8888433141919606,Public
Salt Lake Community College,47867.0,4257.0,4408.0,4257.0,9.208832511158093,9447.0,0.9172223986450725,Public
University of Utah,67170.0,9315.0,14000.0,9315.0,4.707997852925389,28750.0,0.8109565217391305,Public
Weber State University,56287.0,6391.0,9666.0,6391.0,6.294789547801596,17867.0,0.8986959198522415,Public
Westminster University,66215.0,41416.0,18500.0,41416.0,0.15209097933165927,27795.0,2.155639503507825,Private_nonprofit
Bennington College,38289.0,64644.0,19250.0,64644.0,-0.7054792401460306,-131.0,,Private_nonprofit
Champlain College,58386.0,45550.0,19500.0,45550.0,-0.14630076838638859,19966.0,3.258038665731744,Private_nonprofit
Community College of Vermont,36234.0,3560.0,5702.0,3560.0,7.576404494382023,-2186.0,,Public
